hs6,m_ind_world_p0,m_ind_world_p1,x_chl_ind_p0,x_chl_ind_p1,m_ind_total_p0,m_ind_total_p1,product_share_india_p0,product_share_india_p1,chile_share_product_p0,chile_share_product_p1,delta_product_share_india,delta_chile_share_product,avg_exports_p0,avg_exports_p1,avg_india_imports_p0,avg_india_imports_p1,growth_india_imports_pct,growth_chile_exports_pct,new_import_demand,sin_demanda,chile_entry,no_chile_presence,demand_dynamic,chile_competitive,quadrant_code,quadrant_name,d_aap_original,d_aap_expanded,d_aap_covered_p0,d_aap_covered_p1,d_aap_covered_only_p1,d_aap_covered_only_p0,d_added_2017,d_maintained_2017,d_removed_2017,concession_pct_min,concession_pct_max,d_partial_coverage,d_copper_260300,hs2,hs4,description_hs12
854442,633289601.0,1324962363.0000002,60749.0,3466.0,1188760914470.0,2078907340881.0,0.0005327308403997,0.0006373359393875,9.592609748221652e-05,2.6159233626472446e-06,0.0001046050989877,-9.331017411956928e-05,20249.666666666668,1155.3333333333333,211096533.66666663,441654121.00000006,109.21903042586044,-94.2945562889924,0,0,0,0,1,0,2,oportunidad_perdida,0,0,0,0,0,0,0,0,0,,,0,0,85,8544,"Insulated electric conductors: for a voltage not exceeding 1000 volts, fitted with connectors"
841590,887846426.0,1304432752.9999998,3649.0,734.0,1188760914470.0,2078907340881.0,0.0007468671077529,0.0006274607469745,4.109945023307443e-06,5.626966957950956e-07,-0.0001194063607784,-3.5472483275123475e-06,1216.3333333333333,244.66666666666663,295948808.6666667,434810917.66666657,46.92098935137232,-79.88489997259522,0,0,0,0,0,0,4,retirada,0,0,0,0,0,0,0,0,0,,,0,0,84,8415,"Air conditioning machines: with motor driven fan and elements for temperature control, parts thereof"
271312,577828110.0,1295984179.0,0.0,0.0,1188760914470.0,2078907340881.0,0.0004860759661311,0.0006233967976902,0.0,0.0,0.000137320831559,0.0,0.0,0.0,192609370.0,431994726.3333333,124.28541577875124,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,0,0,0,0,,,0,0,27,2713,"Petroleum coke: calcined, obtained from bituminous minerals"
290321,863075312.0,1271868693.0,0.0,0.0,1188760914470.0,2078907340881.0,0.0007260293482855,0.0006117967203199,0.0,0.0,-0.0001142326279656,0.0,0.0,0.0,287691770.6666667,423956231.0,47.36474040170437,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,0,0,0,0,,,0,0,29,2903,Unsaturated chlorinated derivatives of acyclic hydrocarbons: vinyl chloride (chloroethylene)
780199,696738734.0,1271173773.9999998,305959.0,8326127.0,1188760914470.0,2078907340881.0,0.0005861050153307,0.0006114624490484,0.0004391301718557,0.0065499518400227,2.5357433717779405e-05,0.0061108216681669,101986.33333333331,2775375.6666666665,232246244.66666663,423724591.33333325,82.44626170015685,2621.32115740998,0,0,0,0,1,1,1,estrella_naciente,0,1,0,1,1,0,1,0,0,5.0,95.0,1,0,78,7801,"Lead: unwrought, unrefined, not containing by weight antimony as the principal other element"
380893,490720174.0,1266122038.0,812476.0,0.0,1188760914470.0,2078907340881.0,0.0004127997211439,0.0006090324532999,0.0016556808605957,0.0,0.000196232732156,-0.0016556808605957,270825.3333333333,0.0,163573391.3333333,422040679.3333333,158.01303983072032,-100.0,0,0,0,0,1,0,2,oportunidad_perdida,0,0,0,0,0,0,0,0,0,,,0,0,38,3808,"Herbicides, anti-sprouting products and plant-growth regulators: other than containing goods of Subheading Note 1 to this Chapter: put up in forms or packings for retail sale or as preparations or articles"
850450,304566718.0,1264771583.0,5100.0,4718.0,1188760914470.0,2078907340881.0,0.0002562051917191,0.0006083828548433,1.674509950887017e-05,3.730317840324216e-06,0.0003521776631242,-1.3014781668545955e-05,1700.0,1572.6666666666667,101522239.33333331,421590527.6666667,315.269137516201,-7.490196078431377,0,0,0,0,1,0,2,oportunidad_perdida,0,0,0,0,0,0,0,0,0,,,0,0,85,8504,Electrical inductors: n.e.c. in heading no. 8504
290490,200038368.0,1262160601.0,0.0,0.0,1188760914470.0,2078907340881.0,0.0001682746846443,0.0006071269152694,0.0,0.0,0.000438852230625,0.0,0.0,0.0,66679456.0,420720200.3333333,530.9592572760841,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,0,0,0,0,,,0,0,29,2904,"Derivatives of hydrocarbons: n.e.c. in heading no. 2904, whether or not halogenated"
848190,730860578.0000001,1256890311.0,6603.0,26912.0,1188760914470.0,2078907340881.0,0.0006148087215046,0.0006045917902562,9.034554877852504e-06,2.1411574076490757e-05,-1.0216931248450706e-05,1.2377019198638253e-05,2201.0,8970.666666666666,243620192.66666672,418963437.0,71.97401923626529,307.5723156141148,0,0,0,0,0,1,3,estrella_menguante,0,0,0,0,0,0,0,0,0,,,0,0,84,8481,"Taps, cocks, valves and similar appliances: parts thereof"
721070,1042166913.0,1253681047.0000002,0.0,0.0,1188760914470.0,2078907340881.0,0.0008766833602235,0.000603048063926,0.0,0.0,-0.0002736352962974,0.0,0.0,0.0,347388971.00000006,417893682.33333343,20.295610171611745,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,0,0,0,0,,,0,0,72,7210,"Iron or non-alloy steel: flat-rolled, width 600mm or more, painted, varnished or coated with plastics"
293339,739491391.0000001,1249756104.0,0.0,12226.0,1188760914470.0,2078907340881.0,0.0006220690653592,0.0006011600803094,0.0,9.782708770830696e-06,-2.090898504979849e-05,9.782708770830696e-06,0.0,4075.3333333333335,246497130.33333337,416585368.0,69.00211675351333,,0,0,1,0,0,1,3,estrella_menguante,0,0,0,0,0,0,0,0,0,,,0,0,29,2933,"Heterocyclic compounds: containing an unfused pyridine ring (whether or not hydrogenated) in the structure, n.e.c. in 2933.3"
790111,966479715.0,1249298365.0,0.0,0.0,1188760914470.0,2078907340881.0,0.0008130143776058,0.0006009398978169,0.0,0.0,-0.0002120744797888,0.0,0.0,0.0,322159904.99999994,416432788.3333333,29.262761091680044,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,0,0,0,0,,,0,0,79,7901,"Zinc: unwrought, (not alloyed), containing by weight 99.99% or more of zinc"
902780,1026397167.0,1248225968.0,0.0,2705.0,1188760914470.0,2078907340881.0,0.0008634176599401,0.0006004240513533,0.0,2.1670755691248367e-06,-0.0002629936085867,2.1670755691248367e-06,0.0,901.6666666666666,342132389.0,416075322.6666667,21.61237463742922,,0,0,1,0,0,1,3,estrella_menguante,0,0,0,0,0,0,0,0,0,,,0,0,90,9027,"Instruments and apparatus: for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027"
853669,617158026.0,1245556873.0,2132.0,23466.0,1188760914470.0,2078907340881.0,0.0005191607652032,0.0005991401581525,3.454544719799204e-06,1.883976597831354e-05,7.997939294929581e-05,1.5385221258514334e-05,710.6666666666666,7822.0,205719342.0,415185624.3333333,101.82138456058904,1000.656660412758,0,0,0,0,1,1,1,estrella_naciente,0,0,0,0,0,0,0,0,0,,,0,0,85,8536,"Electrical apparatus: plugs and sockets, for a voltage not exceeding 1000 volts"
871410,1048289448.0,1240176595.9999998,185847.0,0.0,1188760914470.0,2078907340881.0,0.0008818337104121,0.0005965521269814,0.0001772859589062,0.0,-0.0002852815834306,-0.0001772859589062,61949.0,0.0,349429816.0,413392198.66666657,18.30478675198872,-100.0,0,0,0,0,0,0,4,retirada,0,0,0,0,0,0,0,0,0,,,0,0,87,8714,Motorcycles (including mopeds): parts and accessories
721049,723812535.0,1232636834.0,0.0,0.0,1188760914470.0,2078907340881.0,0.0006088798228386,0.0005929253361901,0.0,0.0,-1.5954486648513794e-05,0.0,0.0,0.0,241270845.0,410878944.6666667,70.29780148806071,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,0,0,0,0,,,0,0,72,7210,"Iron or non-alloy steel: flat-rolled, width 600mm or more, (not corrugated), plated or coated with zinc (not electrolytically)"
291612,753016531.0,1226647972.0,0.0,0.0,1188760914470.0,2078907340881.0,0.0006334465760389,0.000590044562294,0.0,0.0,-4.340201374494811e-05,0.0,0.0,0.0,251005510.3333333,408882657.3333333,62.89788092314803,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,0,0,0,0,,,0,0,29,2916,Acids: unsaturated acyclic monocarboxylic acids: esters of acrylic acid
760612,587117730.9999999,1213216411.0,314.0,0.0,1188760914470.0,2078907340881.0,0.0004938905072108,0.0005835836870371,5.348160742227696e-07,0.0,8.969317982635179e-05,-5.348160742227696e-07,104.66666666666669,0.0,195705910.33333328,404405470.3333333,106.63937519543252,-100.0,0,0,0,0,1,0,2,oportunidad_perdida,0,0,0,0,0,0,0,0,0,,,0,0,76,7606,"Aluminium: plates, sheets and strip, thickness exceeding 0.2mm, alloys, rectangular (including square)"
848390,561425116.0,1208063807.0,12493.0,3734.0,1188760914470.0,2078907340881.0,0.0004722775700026,0.0005811051715696,2.2252299806266598e-05,3.090896340378485e-06,0.0001088276015669,-1.916140346588811e-05,4164.333333333333,1244.6666666666667,187141705.3333333,402687935.6666667,115.1780838746801,-70.11126230689186,0,0,0,0,1,0,2,oportunidad_perdida,0,0,0,0,0,0,0,0,0,,,0,0,84,8483,"Transmission components: toothed wheels, chain sprockets and other transmission elements presented separately: parts"
760719,392435004.0,1199686704.0,0.0,0.0,1188760914470.0,2078907340881.0,0.0003301210522849,0.0005770756014029,0.0,0.0,0.000246954549118,0.0,0.0,0.0,130811668.0,399895568.0,205.7032863459856,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,0,0,0,0,,,0,0,76,7607,"Aluminium: foil, (not backed), of a thickness not exceeding 0.2mm, not rolled"
220830,433390612.0,1187143411.0,0.0,939.0,1188760914470.0,2078907340881.0,0.000364573403049,0.0005710420025247,0.0,7.909743602156926e-07,0.0002064685994756,7.909743602156926e-07,0.0,313.0,144463537.33333334,395714470.3333333,173.91996460689373,,0,0,1,0,1,1,1,estrella_naciente,0,0,0,0,0,0,0,0,0,,,0,0,22,2208,Whiskies
854110,467495003.00000006,1186404349.0,0.0,32257.0,1188760914470.0,2078907340881.0,0.0003932624275491,0.0005706864975026,0.0,2.7188875384002825e-05,0.0001774240699535,2.7188875384002825e-05,0.0,10752.333333333332,155831667.6666667,395468116.3333333,153.77904392274326,,0,0,1,0,1,1,1,estrella_naciente,0,0,0,0,0,0,0,0,0,,,0,0,85,8541,"Electrical apparatus: diodes, other than photosensitive or light emitting diodes"
710310,1725955877.0,1182895429.0,0.0,28373.0,1188760914470.0,2078907340881.0,0.0014518948730489,0.0005689986300681,0.0,2.398605937972561e-05,-0.0008828962429807,2.398605937972561e-05,0.0,9457.666666666666,575318625.6666666,394298476.3333333,-31.464329722259755,,0,0,1,0,0,1,3,estrella_menguante,0,0,0,0,0,0,0,0,0,,,0,0,71,7103,"Stones: precious (other than diamonds) and semi-precious stones, unworked or simply sawn or roughly shaped, not strung, mounted or set"
902790,763525142.9999999,1182184827.0,4825.0,0.0,1188760914470.0,2078907340881.0,0.0006422865470307,0.00056865681493,6.319372772770629e-06,0.0,-7.362973210069818e-05,-6.319372772770629e-06,1608.3333333333333,0.0,254508381.0,394061609.0,54.83246856220427,-100.0,0,0,0,0,0,0,4,retirada,0,0,0,0,0,0,0,0,0,,,0,0,90,9027,Microtomes and parts and accessories thereof
761699,392534884.0,1180594704.0,48713.0,0.0,1188760914470.0,2078907340881.0,0.0003302050725439,0.0005678919309119,0.0001240985247058,0.0,0.000237686858368,-0.0001240985247058,16237.666666666666,0.0,130844961.33333331,393531568.0,200.7617289881426,-100.0,0,0,0,0,1,0,2,oportunidad_perdida,0,0,0,0,0,0,0,0,0,,,0,0,76,7616,Aluminium: articles n.e.c. in heading 7616
470329,807498847.0,1172769113.0,73007470.0,46633927.0,1188760914470.0,2078907340881.0,0.0006792777565033,0.0005641276501063,0.0904118566499947,0.0397639454203463,-0.0001151501063969,-0.0506479112296483,24335823.33333333,15544642.333333334,269166282.3333333,390923037.6666667,45.23477245287013,-36.12444452601905,0,0,0,0,0,0,4,retirada,1,1,1,1,0,0,0,1,0,5.0,95.0,1,0,47,4703,"Wood pulp: chemical wood pulp, soda or sulphate, (other than dissolving grades), semi-bleached or bleached, of non-coniferous wood"
851829,566765762.0,1165673506.0,1248.0,406.0,1188760914470.0,2078907340881.0,0.0004767701857464,0.0005607145076057,2.20196787398742e-06,3.482964980418797e-07,8.39443218592514e-05,-1.85367137594554e-06,416.0,135.33333333333334,188921920.66666663,388557835.3333333,105.67112273800336,-67.46794871794873,0,0,0,0,1,0,2,oportunidad_perdida,0,0,0,0,0,0,0,0,0,,,0,0,85,8518,Loudspeakers: not mounted in their enclosures
842230,628614674.0000001,1155582759.0,0.0,0.0,1188760914470.0,2078907340881.0,0.0005287982354973,0.0005558606371125,0.0,0.0,2.7062401615126144e-05,0.0,0.0,0.0,209538224.66666672,385194253.0,83.83006423423068,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,0,0,0,0,,,0,0,84,8422,"Machinery: for filling, closing, sealing, capsuling or labelling bottles, cans, bags or other containers, machinery for aerating beverages"
260111,1329302573.0,1154561188.0,0.0,0.0,1188760914470.0,2078907340881.0,0.0011182253359942,0.0005553692390689,0.0,0.0,-0.0005628560969252,0.0,0.0,0.0,443100857.6666667,384853729.3333333,-13.145343170865884,,0,0,0,1,0,0,4,retirada,0,1,0,1,1,0,1,0,0,55.0,80.0,1,0,26,2601,Iron ores and concentrates: non-agglomerated
800110,573866499.0,1154233634.0,0.0,0.0,1188760914470.0,2078907340881.0,0.0004827434112399,0.000555211678415,0.0,0.0,7.246826717511895e-05,0.0,0.0,0.0,191288833.0,384744544.6666667,101.13277844434684,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,0,0,0,0,,,0,0,80,8001,"Tin: unwrought, not alloyed"
310559,128269009.0,1149018636.0,25503.0,65152.0,1188760914470.0,2078907340881.0,0.0001079014353842,0.0005527031500658,0.0001988243317604,5.670230051864885e-05,0.0004448017146816,-0.0001421220312418,8501.0,21717.33333333333,42756336.33333333,383006212.0,795.7881915186543,155.4679841587264,0,0,0,0,1,0,2,oportunidad_perdida,0,1,0,1,1,0,1,0,0,80.0,80.0,0,0,31,3105,"Fertilizers, mineral or chemical: containing the two fertilizing elements nitrogen and phosphorus, other than nitrates and phosphates"
845710,598775893.0,1143145509.0,0.0,0.0,1188760914470.0,2078907340881.0,0.0005036974935089,0.0005498780472416,0.0,0.0,4.618055373266665e-05,0.0,0.0,0.0,199591964.3333333,381048503.0,90.91374959546008,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,0,0,0,0,,,0,0,84,8457,Machining centres: for working metal
853650,591386662.0,1141305486.0,1152.0,28424.0,1188760914470.0,2078907340881.0,0.0004974815833877,0.0005489929558458,1.9479641223291573e-06,2.490481325873518e-05,5.151137245815434e-05,2.2956849136406024e-05,384.0,9474.666666666666,197128887.3333333,380435162.0,92.98803292929188,2367.361111111111,0,0,0,0,1,1,1,estrella_naciente,0,0,0,0,0,0,0,0,0,,,0,0,85,8536,"Electrical apparatus: switches n.e.c. in heading no. 8536, for a voltage not exceeding 1000 volts"
842139,602695423.0,1139733954.0,27.0,10321.0,1188760914470.0,2078907340881.0,0.0005069946493561,0.0005482370145063,4.479874737658328e-08,9.055622115825811e-06,4.12423651502433e-05,9.01082336844923e-06,9.0,3440.333333333333,200898474.3333333,379911318.0,89.10612400651996,38125.92592592593,0,0,0,0,1,1,1,estrella_naciente,0,0,0,0,0,0,0,0,0,,,0,0,84,8421,"Machinery: for filtering or purifying gases, other than intake air filters for internal combustion engines"
854449,762294316.0,1126260263.0,111068.0,153669.0,1188760914470.0,2078907340881.0,0.0006412511605328,0.000541755873796,0.000145702253931,0.0001364418199312,-9.949528673682148e-05,-9.260433999734996e-06,37022.66666666666,51223.0,254098105.3333333,375420087.6666667,47.74611844278791,38.35578204343286,0,0,0,0,0,0,4,retirada,0,1,0,1,1,0,1,0,0,5.0,95.0,1,0,85,8544,"Insulated electric conductors: for a voltage not exceeding 1000 volts, not fitted with connectors"
390950,788941669.0,1120733089.0,434.0,0.0,1188760914470.0,2078907340881.0,0.0006636672348465,0.000539097181948,5.501040407082364e-07,0.0,-0.0001245700528985,-5.501040407082364e-07,144.66666666666666,0.0,262980556.3333333,373577696.3333333,42.05525364385336,-100.0,0,0,0,0,0,0,4,retirada,0,0,0,0,0,0,0,0,0,,,0,0,39,3909,Polyurethanes: in primary forms
