hs6,year,direction,trade_value_usd,quantity_tons,positive_trade,zero_trade,regime_calendar,regime_full_year,d_aap_original,d_aap_expanded,d_covered_current_calendar,d_covered_current_full_year,d_added_2017,d_maintained_2017,d_removed_2017,d_copper_260300
010121,2012,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010121,2012,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010121,2013,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010121,2013,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010121,2014,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010121,2014,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010121,2015,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010121,2015,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010121,2016,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010121,2016,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010121,2017,CHL_IND,0.0,0.0,0,1,expanded,original,0,0,0,0,0,0,0,0
010121,2017,IND_CHL,0.0,0.0,0,1,expanded,original,0,0,0,0,0,0,0,0
010121,2018,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010121,2018,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010121,2019,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010121,2019,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010121,2020,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010121,2020,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010121,2021,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010121,2021,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010121,2022,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010121,2022,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010121,2023,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010121,2023,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010121,2024,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010121,2024,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010129,2012,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010129,2012,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010129,2013,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010129,2013,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010129,2014,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010129,2014,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010129,2015,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010129,2015,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010129,2016,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010129,2016,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010129,2017,CHL_IND,0.0,0.0,0,1,expanded,original,0,0,0,0,0,0,0,0
010129,2017,IND_CHL,36.0,1.419,1,0,expanded,original,0,0,0,0,0,0,0,0
010129,2018,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010129,2018,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010129,2019,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010129,2019,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010129,2020,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010129,2020,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010129,2021,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010129,2021,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010129,2022,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010129,2022,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010129,2023,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010129,2023,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010129,2024,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010129,2024,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010130,2012,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010130,2012,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010130,2013,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010130,2013,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010130,2014,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010130,2014,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010130,2015,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010130,2015,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010130,2016,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010130,2016,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010130,2017,CHL_IND,0.0,0.0,0,1,expanded,original,0,0,0,0,0,0,0,0
010130,2017,IND_CHL,0.0,0.0,0,1,expanded,original,0,0,0,0,0,0,0,0
010130,2018,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010130,2018,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010130,2019,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010130,2019,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010130,2020,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010130,2020,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010130,2021,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010130,2021,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010130,2022,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010130,2022,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010130,2023,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010130,2023,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010130,2024,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010130,2024,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010190,2012,CHL_IND,0.0,0.0,0,1,original,original,0,1,0,0,1,0,0,0
010190,2012,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010190,2013,CHL_IND,0.0,0.0,0,1,original,original,0,1,0,0,1,0,0,0
010190,2013,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010190,2014,CHL_IND,0.0,0.0,0,1,original,original,0,1,0,0,1,0,0,0
010190,2014,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010190,2015,CHL_IND,0.0,0.0,0,1,original,original,0,1,0,0,1,0,0,0
010190,2015,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010190,2016,CHL_IND,0.0,0.0,0,1,original,original,0,1,0,0,1,0,0,0
010190,2016,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010190,2017,CHL_IND,0.0,0.0,0,1,expanded,original,0,1,1,0,1,0,0,0
010190,2017,IND_CHL,0.0,0.0,0,1,expanded,original,0,0,0,0,0,0,0,0
010190,2018,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,1,1,1,1,0,0,0
010190,2018,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010190,2019,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,1,1,1,1,0,0,0
010190,2019,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010190,2020,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,1,1,1,1,0,0,0
010190,2020,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010190,2021,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,1,1,1,1,0,0,0
010190,2021,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010190,2022,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,1,1,1,1,0,0,0
010190,2022,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010190,2023,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,1,1,1,1,0,0,0
010190,2023,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010190,2024,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,1,1,1,1,0,0,0
010190,2024,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010221,2012,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010221,2012,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010221,2013,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010221,2013,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010221,2014,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010221,2014,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010221,2015,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010221,2015,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010221,2016,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010221,2016,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010221,2017,CHL_IND,0.0,0.0,0,1,expanded,original,0,0,0,0,0,0,0,0
010221,2017,IND_CHL,0.0,0.0,0,1,expanded,original,0,0,0,0,0,0,0,0
010221,2018,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010221,2018,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010221,2019,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010221,2019,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010221,2020,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010221,2020,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010221,2021,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010221,2021,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010221,2022,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010221,2022,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010221,2023,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010221,2023,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010221,2024,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010221,2024,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010229,2012,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010229,2012,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010229,2013,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010229,2013,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010229,2014,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010229,2014,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010229,2015,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010229,2015,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010229,2016,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010229,2016,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010229,2017,CHL_IND,0.0,0.0,0,1,expanded,original,0,0,0,0,0,0,0,0
010229,2017,IND_CHL,0.0,0.0,0,1,expanded,original,0,0,0,0,0,0,0,0
010229,2018,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010229,2018,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010229,2019,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010229,2019,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010229,2020,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010229,2020,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010229,2021,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010229,2021,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010229,2022,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010229,2022,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010229,2023,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010229,2023,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010229,2024,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010229,2024,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010231,2012,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010231,2012,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010231,2013,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010231,2013,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010231,2014,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010231,2014,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010231,2015,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010231,2015,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010231,2016,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010231,2016,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010231,2017,CHL_IND,0.0,0.0,0,1,expanded,original,0,0,0,0,0,0,0,0
010231,2017,IND_CHL,0.0,0.0,0,1,expanded,original,0,0,0,0,0,0,0,0
010231,2018,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010231,2018,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010231,2019,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010231,2019,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010231,2020,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010231,2020,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010231,2021,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010231,2021,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010231,2022,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010231,2022,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010231,2023,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010231,2023,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010231,2024,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010231,2024,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010239,2012,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010239,2012,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010239,2013,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010239,2013,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010239,2014,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010239,2014,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010239,2015,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010239,2015,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010239,2016,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010239,2016,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010239,2017,CHL_IND,0.0,0.0,0,1,expanded,original,0,0,0,0,0,0,0,0
010239,2017,IND_CHL,0.0,0.0,0,1,expanded,original,0,0,0,0,0,0,0,0
010239,2018,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010239,2018,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010239,2019,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010239,2019,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010239,2020,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010239,2020,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010239,2021,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010239,2021,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010239,2022,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010239,2022,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010239,2023,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010239,2023,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010239,2024,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010239,2024,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010290,2012,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010290,2012,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010290,2013,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010290,2013,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010290,2014,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010290,2014,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010290,2015,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010290,2015,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010290,2016,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010290,2016,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010290,2017,CHL_IND,0.0,0.0,0,1,expanded,original,0,0,0,0,0,0,0,0
010290,2017,IND_CHL,0.0,0.0,0,1,expanded,original,0,0,0,0,0,0,0,0
010290,2018,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010290,2018,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010290,2019,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010290,2019,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010290,2020,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010290,2020,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010290,2021,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010290,2021,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010290,2022,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010290,2022,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010290,2023,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010290,2023,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010290,2024,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010290,2024,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010310,2012,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010310,2012,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010310,2013,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010310,2013,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010310,2014,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010310,2014,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010310,2015,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010310,2015,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010310,2016,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010310,2016,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010310,2017,CHL_IND,0.0,0.0,0,1,expanded,original,0,0,0,0,0,0,0,0
010310,2017,IND_CHL,0.0,0.0,0,1,expanded,original,0,0,0,0,0,0,0,0
010310,2018,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010310,2018,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010310,2019,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010310,2019,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010310,2020,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010310,2020,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010310,2021,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010310,2021,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010310,2022,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010310,2022,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010310,2023,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010310,2023,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010310,2024,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010310,2024,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010391,2012,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010391,2012,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010391,2013,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010391,2013,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010391,2014,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010391,2014,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010391,2015,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010391,2015,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010391,2016,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010391,2016,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010391,2017,CHL_IND,0.0,0.0,0,1,expanded,original,0,0,0,0,0,0,0,0
010391,2017,IND_CHL,0.0,0.0,0,1,expanded,original,0,0,0,0,0,0,0,0
010391,2018,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010391,2018,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010391,2019,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010391,2019,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010391,2020,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010391,2020,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010391,2021,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010391,2021,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010391,2022,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010391,2022,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010391,2023,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010391,2023,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010391,2024,CHL_IND,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010391,2024,IND_CHL,0.0,0.0,0,1,expanded,expanded,0,0,0,0,0,0,0,0
010392,2012,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010392,2012,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010392,2013,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010392,2013,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010392,2014,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010392,2014,IND_CHL,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
010392,2015,CHL_IND,0.0,0.0,0,1,original,original,0,0,0,0,0,0,0,0
