hs6,m_ind_world_p0,m_ind_world_p1,x_chl_ind_p0,x_chl_ind_p1,m_ind_total_p0,m_ind_total_p1,product_share_india_p0,product_share_india_p1,chile_share_product_p0,chile_share_product_p1,delta_product_share_india,delta_chile_share_product,avg_exports_p0,avg_exports_p1,avg_india_imports_p0,avg_india_imports_p1,growth_india_imports_pct,growth_chile_exports_pct,new_import_demand,sin_demanda,chile_entry,no_chile_presence,demand_dynamic,chile_competitive,quadrant_code,quadrant_name,d_aap_original,d_aap_expanded,d_added_2017,d_maintained_2017,d_removed_2017,concession_pct_min,concession_pct_max,d_partial_coverage,d_copper_260300,hs2,hs4,description_hs12
851110,43137320.0,101888665.99999999,0.0,0.0,1188760914470.0,2078907340881.0,3.6287633177469034e-05,4.901068171553119e-05,0.0,0.0,1.2723048538062153e-05,0.0,0.0,0.0,14379106.666666666,33962888.666666664,136.19609655861788,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,85,8511,"Ignition or starting equipment: spark plugs, of a kind used for spark or compression-ignition internal combustion engines"
071339,218750372.0,101820723.0,0.0,0.0,1188760914470.0,2078907340881.0,0.00018401544779719493,4.897799964324066e-05,0.0,0.0,-0.00013503744815395428,0.0,0.0,0.0,72916790.66666667,33940241.0,-53.45346292713962,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,07,0713,"Vegetables, leguminous: n.e.c. in item no. 0713.3, shelled, whether or not skinned or split, dried"
481910,79920543.0,101716273.0,1911.0,147.0,1188760914470.0,2078907340881.0,6.723012342278427e-05,4.892775690372744e-05,2.391124895134909e-05,1.4451964829659065e-06,-1.8302366519056833e-05,-2.2466052468383182e-05,637.0,49.0,26640181.0,33905424.333333336,27.271749142144852,-92.3076923076923,0,0,0,0,0,0,4,retirada,0,1,1,0,0,5.0,95.0,1,0,48,4819,"Paper and paperboard: cartons, boxes and cases, of corrugated paper or paperboard"
870821,43812120.0,101188132.99999999,0.0,0.0,1188760914470.0,2078907340881.0,3.685528306550464e-05,4.867370998705428e-05,0.0,0.0,1.181842692154964e-05,0.0,0.0,0.0,14604040.0,33729377.666666664,130.9592254380751,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,87,8708,"Vehicles: parts of bodies, safety seat belts"
842720,36634670.00000001,101182075.00000001,0.0,0.0,1188760914470.0,2078907340881.0,3.081752567237904e-05,4.867079595626472e-05,0.0,0.0,1.785327028388568e-05,0.0,0.0,0.0,12211556.66666667,33727358.333333336,176.19212893141932,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,84,8427,"Fork-lift and other works trucks: fitted with lifting or handling equipment, self-propelled by other than electric motor"
844833,51059903.0,101111731.99999997,0.0,0.0,1188760914470.0,2078907340881.0,4.2952205425398485e-05,4.8636959431366866e-05,0.0,0.0,5.6847540059683815e-06,0.0,0.0,0.0,17019967.666666668,33703910.66666666,98.02570326073665,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,84,8448,"Machines: parts and accessories of machines or auxiliary machinery, spindles, spindle flyers, spinning rings and ring travellers"
291613,62582351.0,101094723.0,0.0,0.0,1188760914470.0,2078907340881.0,5.2645027472073195e-05,4.862877772953462e-05,0.0,0.0,-4.016249742538577e-06,0.0,0.0,0.0,20860783.666666668,33698241.0,61.538710810017335,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,29,2916,Acids: unsaturated acyclic monocarboxylic acids: methacrylic acid and its salts
291512,145484163.0,101045191.0,0.0,0.0,1188760914470.0,2078907340881.0,0.0001223830302873501,4.8604951751807774e-05,0.0,0.0,-7.377807853554232e-05,0.0,0.0,0.0,48494721.0,33681730.333333336,-30.545573541224556,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,29,2915,Acids: saturated acyclic monocarboxylic acids: salts of formic acids
853921,94637100.00000001,100926431.0,1.0,0.0,1188760914470.0,2078907340881.0,7.960986843363137e-05,4.8547825588623576e-05,1.0566680509018132e-08,0.0,-3.106204284500779e-05,-1.0566680509018132e-08,0.3333333333333333,0.0,31545700.000000004,33642143.666666664,6.645735129246333,-100.0,0,0,0,0,0,0,4,retirada,0,0,0,0,0,,,0,0,85,8539,"Lamps: filament, (excluding ultra-violet or infra-red), tungsten halogen"
410419,223464786.0,100844566.0,62989.0,151671.0,1188760914470.0,2078907340881.0,0.00018798126963959786,4.85084467291669e-05,0.0002818743889249736,0.0015040076626439147,-0.00013947282291043096,0.001222133273718941,20996.333333333332,50557.0,74488262.0,33614855.333333336,-54.87227862380071,140.78966168696124,0,0,0,0,0,1,3,estrella_menguante,1,1,0,1,0,5.0,95.0,1,0,41,4104,"Tanned or crust hides and skins: bovine or equine, without hair on, in the wet state (including wet blue), excluding full grains, unsplit: grain splits"
293626,109116644.00000001,100795653.99999997,0.0,0.0,1188760914470.0,2078907340881.0,9.179023525403243e-05,4.848491898503026e-05,0.0,0.0,-4.330531626900217e-05,0.0,0.0,0.0,36372214.66666667,33598551.33333332,-7.625775220872855,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,29,2936,"Vitamins: vitamin B12 and its derivatives, unmixed"
721420,230974649.0,100694403.99999999,0.0,0.0,1188760914470.0,2078907340881.0,0.00019429865685227234,4.843621551566011e-05,0.0,0.0,-0.00014586244133661224,0.0,0.0,0.0,76991549.66666667,33564801.33333333,-56.40456455461482,,0,0,0,1,0,0,4,retirada,0,1,1,0,0,5.0,95.0,1,0,72,7214,"Iron or non-alloy steel: bars and rods, hot-rolled, hot-drawn or hot-extruded, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling"
820720,183699183.0,100413382.0,2419.0,0.0,1188760914470.0,2078907340881.0,0.00015452996541520788,4.8301037773740696e-05,1.3168267601930488e-05,0.0,-0.00010622892764146718,-1.3168267601930488e-05,806.3333333333334,0.0,61233061.0,33471127.333333332,-45.338144481568,-100.0,0,0,0,0,0,0,4,retirada,0,0,0,0,0,,,0,0,82,8207,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), dies for drawing or extruding metal"
261210,252762614.0,100247295.0,0.0,0.0,1188760914470.0,2078907340881.0,0.0002126269554485582,4.82211462861626e-05,0.0,0.0,-0.00016440580916239563,0.0,0.0,0.0,84254204.66666667,33415765.0,-60.3393502648299,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,26,2612,Uranium ores and concentrates
551511,64437659.0,100238638.0,0.0,215.0,1188760914470.0,2078907340881.0,5.420573490904943e-05,4.8216982079403715e-05,0.0,2.144881497691539e-06,-5.988752829645714e-06,2.144881497691539e-06,0.0,71.66666666666667,21479219.666666668,33412879.333333332,55.55909316941512,,0,0,1,0,0,1,3,estrella_menguante,0,0,0,0,0,,,0,0,55,5515,"Fabrics, woven: of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with viscose rayon staple fibres"
420292,38505434.0,100088154.00000003,978.0,0.0,1188760914470.0,2078907340881.0,3.2391234882724384e-05,4.8144595976838794e-05,2.5399012513402653e-05,0.0,1.575336109411441e-05,-2.5399012513402653e-05,326.0,0.0,12835144.666666666,33362718.00000001,159.9325435469706,-100.0,0,0,0,0,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,42,4202,"Cases and containers: n.e.c. in heading 4202, with outer surface of plastic sheeting or of textile materials"
381090,55442370.00000001,100004316.99999999,0.0,0.0,1188760914470.0,2078907340881.0,4.663878945306556e-05,4.810426854215644e-05,0.0,0.0,1.465479089090882e-06,0.0,0.0,0.0,18480790.000000004,33334772.33333333,80.37525632472055,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,38,3810,"Fluxes and other auxiliary preparations: for soldering, brazing or welding, or preparations used as cores or coatings for welding electrodes or rods"
290712,59669641.0,99878419.0,0.0,0.0,1188760914470.0,2078907340881.0,5.0194820736180794e-05,4.804370884450939e-05,0.0,0.0,-2.1511118916714046e-06,0.0,0.0,0.0,19889880.333333332,33292806.333333332,67.38565428942334,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,29,2907,Monophenols: cresols and their salts
282110,92650048.0,99787868.0,22968.0,0.0,1188760914470.0,2078907340881.0,7.793833635698506e-05,4.800015182865816e-05,0.00024790057313300043,0.0,-2.9938184528326894e-05,-0.00024790057313300043,7656.0,0.0,30883349.333333332,33262622.666666668,7.704065085859435,-100.0,0,0,0,0,0,0,4,retirada,0,0,0,0,0,,,0,0,28,2821,Iron oxides and hydroxides
760410,115706278.00000001,99422183.0,0.0,0.0,1188760914470.0,2078907340881.0,9.733351474765368e-05,4.782424932795073e-05,0.0,0.0,-4.950926541970295e-05,0.0,0.0,0.0,38568759.333333336,33140727.666666668,-14.073648622592472,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,76,7604,"Aluminium: (not alloyed), bars, rods and profiles"
844859,70142917.99999999,99196358.0,0.0,0.0,1188760914470.0,2078907340881.0,5.900506750028257e-05,4.7715622552933284e-05,0.0,0.0,-1.128944494734929e-05,0.0,0.0,0.0,23380972.66666666,33065452.666666668,41.42034695505543,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,84,8448,"Machines: parts and accessories of machines or auxiliary machinery of heading no. 8447, other than sinkers, needles and other articles used in forming stitches"
871499,157735954.99999997,99188976.0,0.0,0.0,1188760914470.0,2078907340881.0,0.0001326893852918485,4.771207164912202e-05,0.0,0.0,-8.497731364272648e-05,0.0,0.0,0.0,52578651.66666666,33062992.0,-37.117078981770504,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,87,8714,"Cycles: parts thereof, n.e.c. in item no. 8714.9"
291733,2474467.9999999995,99164243.0,0.0,0.0,1188760914470.0,2078907340881.0,2.081552286822302e-06,4.770017453398195e-05,0.0,0.0,4.5618622247159644e-05,0.0,0.0,0.0,824822.6666666665,33054747.666666668,3907.497490369648,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,29,2917,Acids: aromatic polycarboxylic acids: dinonyl or didecyl orthophthalates
590699,56356402.0,99139619.99999999,0.0,0.0,1188760914470.0,2078907340881.0,4.7407684181075274e-05,4.7688330331253035e-05,0.0,0.0,2.8064615017776027e-07,0.0,0.0,0.0,18785467.333333332,33046539.999999996,75.91545322570448,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,59,5906,"Textile fabrics, rubberised: (excluding those of heading no. 5902 and adhesive tape of a width not exceeding 20cm), not knitted or crocheted"
820220,52405540.0,98936644.0,0.0,0.0,1188760914470.0,2078907340881.0,4.4084171478134955e-05,4.759069442607894e-05,0.0,0.0,3.506522947943985e-06,0.0,0.0,0.0,17468513.333333332,32978881.333333332,88.79042940879916,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,82,8202,"Tools, hand: band saw blades"
691110,59375829.000000015,98808176.99999999,1398.0,0.0,1188760914470.0,2078907340881.0,4.994766254278496e-05,4.7528898983120153e-05,2.354493442104193e-05,0.0,-2.4187635596648058e-06,-2.354493442104193e-05,466.0,0.0,19791943.000000004,32936058.999999996,66.41144833531496,-100.0,0,0,0,0,0,0,4,retirada,0,0,0,0,0,,,0,0,69,6911,Tableware and kitchenware: of porcelain or china
850239,125539295.0,98800668.0,9444.0,0.0,1188760914470.0,2078907340881.0,0.00010560516708775771,4.75252869895251e-05,7.522744173447844e-05,0.0,-5.807988009823261e-05,-7.522744173447844e-05,3148.0,0.0,41846431.666666664,32933556.0,-21.29901000320258,-100.0,0,0,0,0,0,0,4,retirada,0,0,0,0,0,,,0,0,85,8502,"Electric generating sets: (excluding those with spark-ignition or compression-ignition internal combustion piston engines), other than wind powered"
151620,62369764.00000001,98680794.0,0.0,0.0,1188760914470.0,2078907340881.0,5.2466196727040856e-05,4.746762496792234e-05,0.0,0.0,-4.998571759118514e-06,0.0,0.0,0.0,20789921.333333336,32893598.0,58.21896327842444,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,15,1516,"Vegetable fats and oils and their fractions: partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared"
840510,73985882.0,98600927.0,0.0,0.0,1188760914470.0,2078907340881.0,6.223781510598037e-05,4.742920719026124e-05,0.0,0.0,-1.4808607915719132e-05,0.0,0.0,0.0,24661960.666666668,32866975.666666668,33.269921685869754,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,84,8405,"Generators: producer gas, water gas, acetylene gas and similar water process gas generators, with or without their purifiers"
680530,42907880.0,98293973.0,0.0,0.0,1188760914470.0,2078907340881.0,3.609462548584057e-05,4.728155558792002e-05,0.0,0.0,1.1186930102079452e-05,0.0,0.0,0.0,14302626.666666666,32764657.666666668,129.08140183108557,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,68,6805,"Abrasive powder or grain: natural or artificial, on a base of materials n.e.c. in heading no. 6805, whether or not cut to shape or sewn or otherwise made up"
480419,104150170.0,98280323.0,0.0,0.0,1188760914470.0,2078907340881.0,8.761237750354078e-05,4.727498963871604e-05,0.0,0.0,-4.033738786482474e-05,0.0,0.0,0.0,34716723.333333336,32760107.666666668,-5.635945673444409,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,48,4804,"Kraft paper and paperboard: kraftliner, uncoated, bleached, in rolls or sheets, other than that of heading no. 4802 or 4803"
490700,170418760.0,98269041.0,0.0,0.0,1188760914470.0,2078907340881.0,0.00014335831362354297,4.726956274941793e-05,0.0,0.0,-9.608875087412504e-05,0.0,0.0,0.0,56806253.333333336,32756347.0,-42.33672337482094,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,49,4907,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value: stamp-impressed paper: cheque forms: banknotes, stock, share or bond certificates and the like of similar title"
844391,67557531.0,98226393.0,0.0,531192.0,1188760914470.0,2078907340881.0,5.6830208814629484e-05,4.7249048126586335e-05,0.0,0.005407833717359448,-9.581160688043148e-06,0.005407833717359448,0.0,177064.0,22519177.0,32742131.0,45.39665903420893,,0,0,1,0,0,1,3,estrella_menguante,0,0,0,0,0,,,0,0,84,8443,"Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442: parts and accessories"
730900,98160178.0,98189440.0,0.0,0.0,1188760914470.0,2078907340881.0,8.257352408306927e-05,4.7231272923587466e-05,0.0,0.0,-3.5342251159481804e-05,0.0,0.0,0.0,32720059.333333332,32729813.333333332,0.029810459390167132,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,73,7309,"Reservoirs, tanks, vats and similar containers: for any material (excluding compressed or liquefied gas), of iron or steel, capacity exceeding 300l, whether or not lined or heat insulated"
630419,98929931.99999999,98160624.99999999,1229.0,2033.0,1188760914470.0,2078907340881.0,8.32210504196356e-05,4.7217412276971153e-05,1.2422933839679584e-05,2.0710952074724465e-05,-3.6003638142664444e-05,8.28801823504488e-06,409.6666666666667,677.6666666666666,32976643.999999996,32720208.33333333,-0.7776281499920601,65.41903986981285,0,0,0,0,0,1,3,estrella_menguante,0,0,0,0,0,,,0,0,63,6304,Bedspreads: not knitted or crocheted
490199,441760354.0,97886283.00000001,583.0,58.0,1188760914470.0,2078907340881.0,0.0003716141308338317,4.708544776147538e-05,1.3197200579932531e-06,5.925242865744528e-07,-0.0003245286830723563,-7.271957714188003e-07,194.33333333333334,19.333333333333332,147253451.33333334,32628761.000000004,-77.84176825428747,-90.05145797598628,0,0,0,0,0,0,4,retirada,0,1,1,0,0,5.0,95.0,1,0,49,4901,"Printed matter: books, brochures, leaflets and similar printed matter n.e.c. in item no. 4901.10 or 4901.91"
841690,63402037.0,97802591.0,0.0,0.0,1188760914470.0,2078907340881.0,5.333455720847561e-05,4.7045190074971395e-05,0.0,0.0,-6.2893671335042145e-06,0.0,0.0,0.0,21134012.333333332,32600863.666666668,54.25780562854787,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,84,8416,"Furnaces: parts of furnace burners, for liquid fuel, pulverized solid fuel or gas, mechanical stokers, grates, ash dischargers and the like"
290721,56013083.0,97795815.99999999,0.0,36.0,1188760914470.0,2078907340881.0,4.711888010296251e-05,4.704193115146539e-05,0.0,3.681139078587984e-07,-7.694895149712477e-08,3.681139078587984e-07,0.0,12.0,18671027.666666668,32598605.33333333,74.59459605178309,,0,0,1,0,0,1,3,estrella_menguante,0,0,0,0,0,,,0,0,29,2907,Polyphenols: resorcinol and its salts
843930,81742889.0,97644580.0,0.0,0.0,1188760914470.0,2078907340881.0,6.876310282832981e-05,4.696918332041685e-05,0.0,0.0,-2.1793919507912966e-05,0.0,0.0,0.0,27247629.666666668,32548193.333333332,19.453301925749166,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,84,8439,Machinery: for finishing paper or paperboard
810430,52274540.99999999,97598954.0,0.0,0.0,1188760914470.0,2078907340881.0,4.397397354143848e-05,4.694723621430837e-05,0.0,0.0,2.973262672869892e-06,0.0,0.0,0.0,17424846.999999996,32532984.666666668,86.70456427345773,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,81,8104,"Magnesium: raspings, turnings and granules, graded according to size, powders"
560130,55120579.0,97577147.0,0.0,0.0,1188760914470.0,2078907340881.0,4.636809498785977e-05,4.693674656930536e-05,0.0,0.0,5.686515814455899e-07,0.0,0.0,0.0,18373526.333333332,32525715.666666668,77.02489482195026,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,56,5601,Wadding: textile flock and dust and mill neps
090821,39540277.0,97349284.0,0.0,0.0,1188760914470.0,2078907340881.0,3.326175727911506e-05,4.682713947161555e-05,0.0,0.0,1.356538219250049e-05,0.0,0.0,0.0,13180092.333333334,32449761.333333332,146.2028376786536,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,09,0908,"Spices: mace, neither crushed nor ground"
842390,63708037.00000001,97279864.0,0.0,0.0,1188760914470.0,2078907340881.0,5.359196809427718e-05,4.679374692994961e-05,0.0,0.0,-6.798221164327573e-06,0.0,0.0,0.0,21236012.333333336,32426621.333333332,52.696376439914474,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,84,8423,"Weighing machines: weights of all kinds, parts of weighing machinery"
901380,1044707970.9999998,97253479.0,117778.0,157657.0,1188760914470.0,2078907340881.0,0.0008788209288204726,4.678105516659818e-05,0.00011273772505752235,0.0016210936783043,-0.0008320398736538744,0.0015083559532467776,39259.333333333336,52552.333333333336,348235990.33333325,32417826.333333332,-90.69084550901736,33.85946441610488,0,0,0,0,0,1,3,estrella_menguante,0,0,0,0,0,,,0,0,90,9013,"Optical devices, appliances and instruments: n.e.c. in heading no. 9013 (including liquid crystal devices)"
710510,72717236.00000001,97251960.0,0.0,0.0,1188760914470.0,2078907340881.0,6.117061480980845e-05,4.678032449430215e-05,0.0,0.0,-1.4390290315506298e-05,0.0,0.0,0.0,24239078.66666667,32417320.0,33.73990177514445,,0,0,0,1,0,0,4,retirada,0,1,1,0,0,5.0,95.0,1,0,71,7105,"Stones: precious and semi-precious, dust and powder, of diamonds"
271390,189956497.0,97155852.0,0.0,0.0,1188760914470.0,2078907340881.0,0.00015979369332200046,4.6734094439643114e-05,0.0,0.0,-0.00011305959888235735,0.0,0.0,0.0,63318832.333333336,32385284.0,-48.85363041833731,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,27,2713,Residues: of petroleum oils or of oils obtained from bituminous minerals
841239,77513651.0,97074741.99999999,0.0,0.0,1188760914470.0,2078907340881.0,6.520541688112186e-05,4.669507875173581e-05,0.0,0.0,-1.8510338129386053e-05,0.0,0.0,0.0,25837883.666666668,32358247.33333333,25.235672359182225,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,84,8412,"Engines: pneumatic power engines and motors, other than linear acting (cylinders)"
500720,93862036.0,97015423.0,0.0,377.0,1188760914470.0,2078907340881.0,7.895787526110553e-05,4.666654501248082e-05,0.0,3.885980067313627e-06,-3.229133024862471e-05,3.885980067313627e-06,0.0,125.66666666666667,31287345.333333332,32338474.333333332,3.359597910277601,,0,0,1,0,0,1,3,estrella_menguante,0,0,0,0,0,,,0,0,50,5007,"Silk: woven fabrics, containing 85% or more by weight of silk or of silk waste other than noil silk"
400921,50774656.0,96900760.0,0.0,0.0,1188760914470.0,2078907340881.0,4.271225221316895e-05,4.6611389596101655e-05,0.0,0.0,3.899137382932705e-06,0.0,0.0,0.0,16924885.333333332,32300253.333333332,90.84473954880168,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,40,4009,"Rubber: vulcanised (other than hard rubber), tubing, piping and hoses, reinforced or otherwise combined only with metal, without fittings"
940110,19246553.0,96820252.0,0.0,0.0,1188760914470.0,2078907340881.0,1.6190432210316174e-05,4.657266348339002e-05,0.0,0.0,3.0382231273073847e-05,0.0,0.0,0.0,6415517.666666667,32273417.333333332,403.0524271021414,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,94,9401,Seats: of a kind used for aircraft
842620,42604603.0,96653789.0,0.0,0.0,1188760914470.0,2078907340881.0,3.583950522043782e-05,4.649259113157012e-05,0.0,0.0,1.0653085911132301e-05,0.0,0.0,0.0,14201534.333333334,32217929.666666668,126.86231579249782,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,84,8426,Cranes: tower cranes
560313,28676827.000000004,96544174.00000001,0.0,0.0,1188760914470.0,2078907340881.0,2.4123292287739245e-05,4.643986391384163e-05,0.0,0.0,2.2316571626102384e-05,0.0,0.0,0.0,9558942.333333334,32181391.33333334,236.66267889400734,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,56,5603,"Nonwovens: whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 70g/m2 but not more than 150g/m2)"
400260,28943348.0,96168761.0,0.0,0.0,1188760914470.0,2078907340881.0,2.4347492963212178e-05,4.6259282031899305e-05,0.0,0.0,2.1911789068687127e-05,0.0,0.0,0.0,9647782.666666666,32056253.666666668,232.2655036314389,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,40,4002,"Rubber: synthetic, isoprene rubber (IR), in primary forms or in plates, sheets or strip"
846249,76404587.0,96085097.00000001,0.0,0.0,1188760914470.0,2078907340881.0,6.427245888553158e-05,4.6219037814009085e-05,0.0,0.0,-1.8053421071522496e-05,0.0,0.0,0.0,25468195.666666668,32028365.66666667,25.75828333448098,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,84,8462,"Machine-tools: punching or notching machines (including presses), including combined punching and shearing machines, (not numerically controlled), for working metal"
292144,115280751.0,95988519.0,0.0,0.0,1188760914470.0,2078907340881.0,9.697555630973706e-05,4.617258167904778e-05,0.0,0.0,-5.080297463068928e-05,0.0,0.0,0.0,38426917.0,31996173.0,-16.734998542818303,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,29,2921,"Amine-function compounds: aromatic monoamines and their derivatives, diphenylamine and its derivatives: salts thereof"
290420,73878351.0,95869438.00000001,0.0,0.0,1188760914470.0,2078907340881.0,6.214735873355838e-05,4.611530110782736e-05,0.0,0.0,-1.6032057625731015e-05,0.0,0.0,0.0,24626117.0,31956479.33333334,29.766618640418784,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,29,2904,"Derivatives of hydrocarbons: containing only nitro or only nitroso groups, whether or not halogenated"
330720,54043808.0,95657420.99999999,0.0,0.0,1188760914470.0,2078907340881.0,4.5462302252842003e-05,4.601331628347719e-05,0.0,0.0,5.510140306351898e-07,0.0,0.0,0.0,18014602.666666668,31885806.999999996,76.99977951220606,,0,0,0,1,1,0,2,oportunidad_perdida,0,1,1,0,0,80.0,80.0,0,0,33,3307,"Perfumery, cosmetic or toilet preparations: personal deodorants and antiperspirants"
240319,11047115.0,95541608.0,0.0,0.0,1188760914470.0,2078907340881.0,9.292966201639689e-06,4.5957607691890367e-05,0.0,0.0,3.6664641490250676e-05,0.0,0.0,0.0,3682371.6666666665,31847202.666666668,764.8557383534072,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,24,2403,"Tobacco: smoking, other than water pipe tobacco, whether or not containing tobacco substitutes in any proportion"
711590,18557001.0,95401848.0,0.0,0.0,1188760914470.0,2078907340881.0,1.561037276219121e-05,4.5890380068392356e-05,0.0,0.0,3.0280007306201147e-05,0.0,0.0,0.0,6185667.0,31800616.0,414.1016482135233,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,71,7115,"Metal: precious or metal clad with precious metal, other than that of item no. 7115.10"
850433,32615087.0,95367342.00000001,0.0,0.0,1188760914470.0,2078907340881.0,2.7436204036487175e-05,4.587378192603102e-05,0.0,0.0,1.8437577889543842e-05,0.0,0.0,0.0,10871695.666666666,31789114.000000004,192.40253751277749,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,85,8504,"Transformers: n.e.c. in item no. 8504.2, having a power handling capacity exceeding 16kVA but not exceeding 500kVA"
690320,53222535.00000001,95338746.0,0.0,0.0,1188760914470.0,2078907340881.0,4.477143751292401e-05,4.586002662321511e-05,0.0,0.0,1.0885891102911012e-06,0.0,0.0,0.0,17740845.000000004,31779582.0,79.13229048559973,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,69,6903,"Refractory ceramic goods: containing by weight more than 50% of alumina or of a mixture or compound of alumina and of silica, excluding those of siliceous fossil meals or similar earths"
293420,60982880.00000001,95180746.00000001,0.0,0.0,1188760914470.0,2078907340881.0,5.129953320108002e-05,4.578402515990168e-05,0.0,0.0,-5.5155080411783375e-06,0.0,0.0,0.0,20327626.666666668,31726915.33333334,56.07781397008473,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,29,2934,"Heterocyclic compounds: containing in the structure, a benzothiazole ring-system (whether or not hydrogenated), not further fused"
844140,23569394.0,95096554.0,0.0,0.0,1188760914470.0,2078907340881.0,1.9826858128581922e-05,4.574352696243785e-05,0.0,0.0,2.5916668833855928e-05,0.0,0.0,0.0,7856464.666666667,31698851.333333332,303.47475204496135,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,84,8441,"Machines: for moulding articles, in paper pulp, paper or paperboard"
842211,24647784.0,95089866.0,0.0,0.0,1188760914470.0,2078907340881.0,2.073401278590071e-05,4.574030988783886e-05,0.0,0.0,2.500629710193815e-05,0.0,0.0,0.0,8215928.0,31696622.0,285.79478788032225,,0,0,0,1,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,84,8422,Dish washing machines: of the household type
722490,185747184.0,94983017.0,0.0,0.0,1188760914470.0,2078907340881.0,0.00015625276852479118,4.568891317674027e-05,0.0,0.0,-0.0001105638553480509,0.0,0.0,0.0,61915728.0,31661005.666666668,-48.864356942283436,,0,0,0,1,0,0,4,retirada,0,0,0,0,0,,,0,0,72,7224,"Steel, alloy: semi-finished products"
220429,18892296.0,94943626.0,1828188.0,2494041.0,1188760914470.0,2078907340881.0,1.589242695485407e-05,4.566996524230116e-05,0.09676896868437801,0.02626865125205983,2.977753828744709e-05,-0.07050031743231819,609396.0,831347.0,6297432.0,31647875.333333332,402.55207731236055,36.42147306513335,0,0,0,0,1,0,2,oportunidad_perdida,0,0,0,0,0,,,0,0,22,2204,"Wine: still, in containers holding more than 2 litres"
